,times,values
880000,1649024962.912,8325
880001,1649024962.914,8327
880002,1649024962.916,8330
880003,1649024962.918,8333
880004,1649024962.92,8335
880005,1649024962.922,8338
880006,1649024962.924,8341
880007,1649024962.926,8343
880008,1649024962.928,8345
880009,1649024962.93,8347
880010,1649024962.932,8348
880011,1649024962.934,8350
880012,1649024962.936,8351
880013,1649024962.938,8352
880014,1649024962.94,8354
880015,1649024962.942,8355
880016,1649024962.944,8356
880017,1649024962.946,8357
880018,1649024962.948,8358
880019,1649024962.95,8360
880020,1649024962.952,8360
880021,1649024962.954,8360
880022,1649024962.956,8360
880023,1649024962.958,8359
880024,1649024962.96,8359
880025,1649024962.962,8358
880026,1649024962.964,8358
880027,1649024962.966,8357
880028,1649024962.968,8356
880029,1649024962.97,8356
880030,1649024962.972,8356
880031,1649024962.974,8355
880032,1649024962.976,8355
880033,1649024962.978,8354
880034,1649024962.98,8354
880035,1649024962.982,8353
880036,1649024962.984,8351
880037,1649024962.986,8350
880038,1649024962.988,8349
880039,1649024962.99,8348
880040,1649024962.992,8347
880041,1649024962.994,8346
880042,1649024962.996,8345
880043,1649024962.998,8343
880044,1649024963.0,8342
880045,1649024963.002,8340
880046,1649024963.004,8339
880047,1649024963.006,8338
880048,1649024963.008,8337
880049,1649024963.01,8337
880050,1649024963.012,8337
880051,1649024963.014,8336
880052,1649024963.016,8336
880053,1649024963.018,8335
880054,1649024963.02,8334
880055,1649024963.022,8333
880056,1649024963.024,8333
880057,1649024963.026,8333
880058,1649024963.028,8333
880059,1649024963.03,8332
880060,1649024963.032,8332
880061,1649024963.034,8331
880062,1649024963.036,8331
880063,1649024963.038,8330
880064,1649024963.04,8330
880065,1649024963.042,8330
880066,1649024963.044,8329
880067,1649024963.046,8329
880068,1649024963.048,8328
880069,1649024963.05,8328
880070,1649024963.052,8328
880071,1649024963.054,8327
880072,1649024963.056,8327
880073,1649024963.058,8327
880074,1649024963.06,8328
880075,1649024963.062,8328
880076,1649024963.064,8329
880077,1649024963.066,8329
880078,1649024963.068,8328
880079,1649024963.07,8328
880080,1649024963.072,8327
880081,1649024963.074,8327
880082,1649024963.076,8327
880083,1649024963.078,8326
880084,1649024963.08,8326
880085,1649024963.082,8325
880086,1649024963.084,8324
880087,1649024963.086,8323
880088,1649024963.088,8322
880089,1649024963.09,8321
880090,1649024963.092,8320
880091,1649024963.094,8319
880092,1649024963.096,8319
880093,1649024963.098,8318
880094,1649024963.1,8317
880095,1649024963.102,8317
880096,1649024963.104,8316
880097,1649024963.106,8316
880098,1649024963.108,8316
880099,1649024963.11,8316
880100,1649024963.112,8315
880101,1649024963.114,8315
880102,1649024963.116,8314
880103,1649024963.118,8314
880104,1649024963.12,8313
880105,1649024963.122,8313
880106,1649024963.124,8312
880107,1649024963.126,8312
880108,1649024963.128,8312
880109,1649024963.13,8312
880110,1649024963.132,8312
880111,1649024963.134,8312
880112,1649024963.136,8312
880113,1649024963.138,8312
880114,1649024963.14,8312
880115,1649024963.142,8311
880116,1649024963.144,8310
880117,1649024963.146,8310
880118,1649024963.148,8309
880119,1649024963.15,8309
880120,1649024963.152,8308
880121,1649024963.154,8307
880122,1649024963.156,8306
880123,1649024963.158,8305
880124,1649024963.16,8304
880125,1649024963.162,8302
880126,1649024963.164,8301
880127,1649024963.166,8299
880128,1649024963.168,8297
880129,1649024963.17,8295
880130,1649024963.172,8293
880131,1649024963.174,8291
880132,1649024963.176,8289
880133,1649024963.178,8287
880134,1649024963.18,8285
880135,1649024963.182,8283
880136,1649024963.184,8281
880137,1649024963.186,8280
880138,1649024963.188,8278
880139,1649024963.19,8276
880140,1649024963.192,8274
880141,1649024963.194,8271
880142,1649024963.196,8268
880143,1649024963.198,8265
880144,1649024963.2,8262
880145,1649024963.202,8259
880146,1649024963.204,8256
880147,1649024963.206,8253
880148,1649024963.208,8250
880149,1649024963.21,8247
880150,1649024963.212,8244
880151,1649024963.214,8241
880152,1649024963.216,8237
880153,1649024963.218,8234
880154,1649024963.22,8231
880155,1649024963.222,8228
880156,1649024963.224,8225
880157,1649024963.226,8222
880158,1649024963.228,8218
880159,1649024963.23,8215
880160,1649024963.232,8212
880161,1649024963.234,8209
880162,1649024963.236,8206
880163,1649024963.238,8203
880164,1649024963.24,8200
880165,1649024963.242,8197
880166,1649024963.244,8193
880167,1649024963.246,8190
880168,1649024963.248,8186
880169,1649024963.25,8183
880170,1649024963.252,8180
880171,1649024963.254,8177
880172,1649024963.256,8174
880173,1649024963.258,8172
880174,1649024963.26,8169
880175,1649024963.262,8167
880176,1649024963.264,8164
880177,1649024963.266,8162
880178,1649024963.268,8160
880179,1649024963.27,8157
880180,1649024963.272,8156
880181,1649024963.274,8154
880182,1649024963.276,8152
880183,1649024963.278,8150
880184,1649024963.28,8148
880185,1649024963.282,8146
880186,1649024963.284,8145
880187,1649024963.286,8143
880188,1649024963.288,8142
880189,1649024963.29,8141
880190,1649024963.292,8140
880191,1649024963.294,8139
880192,1649024963.296,8138
880193,1649024963.298,8138
880194,1649024963.3,8137
880195,1649024963.302,8136
880196,1649024963.304,8135
880197,1649024963.306,8134
880198,1649024963.308,8133
880199,1649024963.31,8132
880200,1649024963.312,8131
880201,1649024963.314,8130
880202,1649024963.316,8128
880203,1649024963.318,8127
880204,1649024963.32,8125
880205,1649024963.322,8124
880206,1649024963.324,8122
880207,1649024963.326,8121
880208,1649024963.328,8119
880209,1649024963.33,8117
880210,1649024963.332,8115
880211,1649024963.334,8113
880212,1649024963.336,8111
880213,1649024963.338,8109
880214,1649024963.34,8108
880215,1649024963.342,8107
880216,1649024963.344,8105
880217,1649024963.346,8104
880218,1649024963.348,8102
880219,1649024963.35,8100
880220,1649024963.352,8098
880221,1649024963.354,8097
880222,1649024963.356,8095
880223,1649024963.358,8093
880224,1649024963.36,8091
880225,1649024963.362,8089
880226,1649024963.364,8087
880227,1649024963.366,8085
880228,1649024963.368,8083
880229,1649024963.37,8082
880230,1649024963.372,8080
880231,1649024963.374,8078
880232,1649024963.376,8077
880233,1649024963.378,8075
880234,1649024963.38,8074
880235,1649024963.382,8073
880236,1649024963.384,8072
880237,1649024963.386,8071
880238,1649024963.388,8069
880239,1649024963.39,8068
880240,1649024963.392,8067
880241,1649024963.394,8066
880242,1649024963.396,8065
880243,1649024963.398,8063
880244,1649024963.4,8062
880245,1649024963.402,8060
880246,1649024963.404,8059
880247,1649024963.406,8057
880248,1649024963.408,8056
880249,1649024963.41,8055
880250,1649024963.412,8054
880251,1649024963.414,8053
880252,1649024963.416,8052
880253,1649024963.418,8051
880254,1649024963.42,8050
880255,1649024963.422,8049
880256,1649024963.424,8048
880257,1649024963.426,8047
880258,1649024963.428,8047
880259,1649024963.43,8046
880260,1649024963.432,8045
880261,1649024963.434,8044
880262,1649024963.436,8044
880263,1649024963.438,8043
880264,1649024963.44,8042
880265,1649024963.442,8041
880266,1649024963.444,8041
880267,1649024963.446,8041
880268,1649024963.448,8041
880269,1649024963.45,8041
880270,1649024963.452,8040
880271,1649024963.454,8040
880272,1649024963.456,8040
880273,1649024963.458,8040
880274,1649024963.46,8039
880275,1649024963.462,8039
880276,1649024963.464,8039
880277,1649024963.466,8039
880278,1649024963.468,8039
880279,1649024963.47,8039
880280,1649024963.472,8039
880281,1649024963.474,8039
880282,1649024963.476,8039
880283,1649024963.478,8038
880284,1649024963.48,8038
880285,1649024963.482,8037
880286,1649024963.484,8037
880287,1649024963.486,8037
880288,1649024963.488,8037
880289,1649024963.49,8038
880290,1649024963.492,8038
880291,1649024963.494,8039
880292,1649024963.496,8040
880293,1649024963.498,8041
880294,1649024963.5,8042
880295,1649024963.502,8043
880296,1649024963.504,8044
880297,1649024963.506,8045
880298,1649024963.508,8047
880299,1649024963.51,8048
880300,1649024963.512,8050
880301,1649024963.514,8051
880302,1649024963.516,8052
880303,1649024963.518,8052
880304,1649024963.52,8053
880305,1649024963.522,8054
880306,1649024963.524,8056
880307,1649024963.526,8057
880308,1649024963.528,8058
880309,1649024963.53,8059
880310,1649024963.532,8059
880311,1649024963.534,8060
880312,1649024963.536,8061
880313,1649024963.538,8062
880314,1649024963.54,8062
880315,1649024963.542,8063
880316,1649024963.544,8064
880317,1649024963.546,8064
880318,1649024963.548,8065
880319,1649024963.55,8065
880320,1649024963.552,8065
880321,1649024963.554,8065
880322,1649024963.556,8066
880323,1649024963.558,8067
880324,1649024963.56,8068
880325,1649024963.562,8068
880326,1649024963.564,8069
880327,1649024963.566,8069
880328,1649024963.568,8069
880329,1649024963.57,8069
880330,1649024963.572,8069
880331,1649024963.574,8069
880332,1649024963.576,8070
880333,1649024963.578,8070
880334,1649024963.58,8070
880335,1649024963.582,8071
880336,1649024963.584,8071
880337,1649024963.586,8071
880338,1649024963.588,8071
880339,1649024963.59,8071
880340,1649024963.592,8071
880341,1649024963.594,8071
880342,1649024963.596,8071
880343,1649024963.598,8071
880344,1649024963.6,8071
880345,1649024963.602,8072
880346,1649024963.604,8072
880347,1649024963.606,8073
880348,1649024963.608,8074
880349,1649024963.61,8074
880350,1649024963.612,8074
880351,1649024963.614,8074
880352,1649024963.616,8074
880353,1649024963.618,8074
880354,1649024963.62,8075
880355,1649024963.622,8076
880356,1649024963.624,8076
880357,1649024963.626,8077
880358,1649024963.628,8077
880359,1649024963.63,8077
880360,1649024963.632,8077
880361,1649024963.634,8078
880362,1649024963.636,8078
880363,1649024963.638,8079
880364,1649024963.64,8080
880365,1649024963.642,8080
880366,1649024963.644,8081
880367,1649024963.646,8082
880368,1649024963.648,8082
880369,1649024963.65,8083
880370,1649024963.652,8084
880371,1649024963.654,8085
880372,1649024963.656,8086
880373,1649024963.658,8087
880374,1649024963.66,8088
880375,1649024963.662,8089
880376,1649024963.664,8089
880377,1649024963.666,8090
880378,1649024963.668,8090
880379,1649024963.67,8090
880380,1649024963.672,8091
880381,1649024963.674,8091
880382,1649024963.676,8091
880383,1649024963.678,8091
880384,1649024963.68,8091
880385,1649024963.682,8090
880386,1649024963.684,8089
880387,1649024963.686,8088
880388,1649024963.688,8088
880389,1649024963.69,8087
880390,1649024963.692,8087
880391,1649024963.694,8087
880392,1649024963.696,8087
880393,1649024963.698,8087
880394,1649024963.7,8087
880395,1649024963.702,8086
880396,1649024963.704,8086
880397,1649024963.706,8085
880398,1649024963.708,8085
880399,1649024963.71,8084
880400,1649024963.712,8084
880401,1649024963.714,8084
880402,1649024963.716,8083
880403,1649024963.718,8083
880404,1649024963.72,8082
880405,1649024963.722,8082
880406,1649024963.724,8082
880407,1649024963.726,8081
880408,1649024963.728,8081
880409,1649024963.73,8080
880410,1649024963.732,8080
880411,1649024963.734,8079
880412,1649024963.736,8078
880413,1649024963.738,8077
880414,1649024963.74,8076
880415,1649024963.742,8076
880416,1649024963.744,8075
880417,1649024963.746,8075
880418,1649024963.748,8075
880419,1649024963.75,8075
880420,1649024963.752,8074
880421,1649024963.754,8074
880422,1649024963.756,8074
