,times,values
1760000,1634745521.424,8127
1760001,1634745521.426,8129
1760002,1634745521.428,8131
1760003,1634745521.43,8133
1760004,1634745521.432,8135
1760005,1634745521.434,8137
1760006,1634745521.436,8138
1760007,1634745521.438,8139
1760008,1634745521.44,8140
1760009,1634745521.442,8142
1760010,1634745521.444,8143
1760011,1634745521.446,8145
1760012,1634745521.448,8148
1760013,1634745521.45,8149
1760014,1634745521.452,8151
1760015,1634745521.454,8153
1760016,1634745521.456,8154
1760017,1634745521.458,8156
1760018,1634745521.46,8157
1760019,1634745521.462,8159
1760020,1634745521.464,8160
1760021,1634745521.466,8162
1760022,1634745521.468,8164
1760023,1634745521.47,8167
1760024,1634745521.472,8169
1760025,1634745521.474,8172
1760026,1634745521.476,8174
1760027,1634745521.478,8177
1760028,1634745521.48,8180
1760029,1634745521.482,8182
1760030,1634745521.484,8185
1760031,1634745521.486,8187
1760032,1634745521.488,8190
1760033,1634745521.49,8192
1760034,1634745521.492,8195
1760035,1634745521.494,8197
1760036,1634745521.496,8200
1760037,1634745521.498,8202
1760038,1634745521.5,8204
1760039,1634745521.502,8206
1760040,1634745521.504,8208
1760041,1634745521.506,8209
1760042,1634745521.508,8210
1760043,1634745521.51,8211
1760044,1634745521.512,8212
1760045,1634745521.514,8213
1760046,1634745521.516,8215
1760047,1634745521.518,8216
1760048,1634745521.52,8217
1760049,1634745521.522,8218
1760050,1634745521.524,8219
1760051,1634745521.526,8220
1760052,1634745521.528,8222
1760053,1634745521.53,8224
1760054,1634745521.532,8226
1760055,1634745521.534,8228
1760056,1634745521.536,8230
1760057,1634745521.538,8232
1760058,1634745521.54,8234
1760059,1634745521.542,8236
1760060,1634745521.544,8238
1760061,1634745521.546,8239
1760062,1634745521.548,8239
1760063,1634745521.55,8238
1760064,1634745521.552,8237
1760065,1634745521.554,8234
1760066,1634745521.556,8231
1760067,1634745521.558,8228
1760068,1634745521.56,8224
1760069,1634745521.562,8221
1760070,1634745521.564,8217
1760071,1634745521.566,8214
1760072,1634745521.568,8211
1760073,1634745521.57,8209
1760074,1634745521.572,8208
1760075,1634745521.574,8206
1760076,1634745521.576,8205
1760077,1634745521.578,8204
1760078,1634745521.58,8203
1760079,1634745521.582,8202
1760080,1634745521.584,8201
1760081,1634745521.586,8200
1760082,1634745521.588,8200
1760083,1634745521.59,8199
1760084,1634745521.592,8199
1760085,1634745521.594,8199
1760086,1634745521.596,8199
1760087,1634745521.598,8199
1760088,1634745521.6,8198
1760089,1634745521.602,8198
1760090,1634745521.604,8198
1760091,1634745521.606,8198
1760092,1634745521.608,8199
1760093,1634745521.61,8199
1760094,1634745521.612,8199
1760095,1634745521.614,8198
1760096,1634745521.616,8198
1760097,1634745521.618,8198
1760098,1634745521.62,8198
1760099,1634745521.622,8198
1760100,1634745521.624,8198
1760101,1634745521.626,8198
1760102,1634745521.628,8198
1760103,1634745521.63,8198
1760104,1634745521.632,8198
1760105,1634745521.634,8197
1760106,1634745521.636,8197
1760107,1634745521.638,8198
1760108,1634745521.64,8198
1760109,1634745521.642,8198
1760110,1634745521.644,8197
1760111,1634745521.646,8197
1760112,1634745521.648,8198
1760113,1634745521.65,8199
1760114,1634745521.652,8200
1760115,1634745521.654,8201
1760116,1634745521.656,8201
1760117,1634745521.658,8201
1760118,1634745521.66,8201
1760119,1634745521.662,8201
1760120,1634745521.664,8202
1760121,1634745521.666,8202
1760122,1634745521.668,8204
1760123,1634745521.67,8205
1760124,1634745521.672,8206
1760125,1634745521.674,8208
1760126,1634745521.676,8209
1760127,1634745521.678,8211
1760128,1634745521.68,8214
1760129,1634745521.682,8217
1760130,1634745521.684,8221
1760131,1634745521.686,8225
1760132,1634745521.688,8226
1760133,1634745521.69,8226
1760134,1634745521.692,8225
1760135,1634745521.694,8223
1760136,1634745521.696,8221
1760137,1634745521.698,8219
1760138,1634745521.7,8216
1760139,1634745521.702,8211
1760140,1634745521.704,8206
1760141,1634745521.706,8201
1760142,1634745521.708,8196
1760143,1634745521.71,8192
1760144,1634745521.712,8189
1760145,1634745521.714,8187
1760146,1634745521.716,8185
1760147,1634745521.718,8185
1760148,1634745521.72,8185
1760149,1634745521.722,8185
1760150,1634745521.724,8186
1760151,1634745521.726,8186
1760152,1634745521.728,8186
1760153,1634745521.73,8186
1760154,1634745521.732,8187
1760155,1634745521.734,8187
1760156,1634745521.736,8187
1760157,1634745521.738,8188
1760158,1634745521.74,8188
1760159,1634745521.742,8188
1760160,1634745521.744,8188
1760161,1634745521.746,8188
1760162,1634745521.748,8188
1760163,1634745521.75,8188
1760164,1634745521.752,8187
1760165,1634745521.754,8182
1760166,1634745521.756,8169
1760167,1634745521.758,8146
1760168,1634745521.76,8119
1760169,1634745521.762,8095
1760170,1634745521.764,8081
1760171,1634745521.766,8074
1760172,1634745521.768,8072
1760173,1634745521.77,8074
1760174,1634745521.772,8086
1760175,1634745521.774,8119
1760176,1634745521.776,8185
1760177,1634745521.778,8271
1760178,1634745521.78,8348
1760179,1634745521.782,8398
1760180,1634745521.784,8422
1760181,1634745521.786,8424
1760182,1634745521.788,8405
1760183,1634745521.79,8362
1760184,1634745521.792,8301
1760185,1634745521.794,8240
1760186,1634745521.796,8195
1760187,1634745521.798,8172
1760188,1634745521.8,8168
1760189,1634745521.802,8174
1760190,1634745521.804,8182
1760191,1634745521.806,8188
1760192,1634745521.808,8190
1760193,1634745521.81,8188
1760194,1634745521.812,8186
1760195,1634745521.814,8183
1760196,1634745521.816,8180
1760197,1634745521.818,8178
1760198,1634745521.82,8177
1760199,1634745521.822,8176
1760200,1634745521.824,8176
1760201,1634745521.826,8176
1760202,1634745521.828,8176
1760203,1634745521.83,8176
1760204,1634745521.832,8176
1760205,1634745521.834,8176
1760206,1634745521.836,8176
1760207,1634745521.838,8177
1760208,1634745521.84,8177
1760209,1634745521.842,8177
1760210,1634745521.844,8177
1760211,1634745521.846,8177
1760212,1634745521.848,8178
1760213,1634745521.85,8178
1760214,1634745521.852,8179
1760215,1634745521.854,8179
1760216,1634745521.856,8180
1760217,1634745521.858,8180
1760218,1634745521.86,8181
1760219,1634745521.862,8181
1760220,1634745521.864,8181
1760221,1634745521.866,8181
1760222,1634745521.868,8182
1760223,1634745521.87,8183
1760224,1634745521.872,8183
1760225,1634745521.874,8183
1760226,1634745521.876,8184
1760227,1634745521.878,8184
1760228,1634745521.88,8185
1760229,1634745521.882,8185
1760230,1634745521.884,8186
1760231,1634745521.886,8187
1760232,1634745521.888,8187
1760233,1634745521.89,8188
1760234,1634745521.892,8189
1760235,1634745521.894,8191
1760236,1634745521.896,8192
1760237,1634745521.898,8193
1760238,1634745521.9,8193
1760239,1634745521.902,8194
1760240,1634745521.904,8196
1760241,1634745521.906,8197
1760242,1634745521.908,8199
1760243,1634745521.91,8201
1760244,1634745521.912,8202
1760245,1634745521.914,8204
1760246,1634745521.916,8206
1760247,1634745521.918,8208
1760248,1634745521.92,8210
1760249,1634745521.922,8211
1760250,1634745521.924,8212
1760251,1634745521.926,8213
1760252,1634745521.928,8214
1760253,1634745521.93,8215
1760254,1634745521.932,8216
1760255,1634745521.934,8217
1760256,1634745521.936,8218
1760257,1634745521.938,8218
1760258,1634745521.94,8219
1760259,1634745521.942,8219
1760260,1634745521.944,8219
1760261,1634745521.946,8219
1760262,1634745521.948,8220
1760263,1634745521.95,8221
1760264,1634745521.952,8222
1760265,1634745521.954,8223
1760266,1634745521.956,8225
1760267,1634745521.958,8228
1760268,1634745521.96,8230
1760269,1634745521.962,8232
1760270,1634745521.964,8235
1760271,1634745521.966,8238
1760272,1634745521.968,8240
1760273,1634745521.97,8242
1760274,1634745521.972,8244
1760275,1634745521.974,8244
1760276,1634745521.976,8244
1760277,1634745521.978,8243
1760278,1634745521.98,8241
1760279,1634745521.982,8238
1760280,1634745521.984,8235
1760281,1634745521.986,8232
1760282,1634745521.988,8228
1760283,1634745521.99,8225
1760284,1634745521.992,8222
1760285,1634745521.994,8219
1760286,1634745521.996,8217
1760287,1634745521.998,8215
1760288,1634745522.0,8212
1760289,1634745522.002,8210
1760290,1634745522.004,8208
1760291,1634745522.006,8205
1760292,1634745522.008,8203
1760293,1634745522.01,8200
1760294,1634745522.012,8196
1760295,1634745522.014,8193
1760296,1634745522.016,8190
1760297,1634745522.018,8189
1760298,1634745522.02,8188
