,times,values
7040000,1631768121.544,8345
7040001,1631768121.546,8345
7040002,1631768121.548,8345
7040003,1631768121.55,8344
7040004,1631768121.552,8344
7040005,1631768121.554,8343
7040006,1631768121.556,8343
7040007,1631768121.558,8342
7040008,1631768121.56,8340
7040009,1631768121.562,8338
7040010,1631768121.564,8335
7040011,1631768121.566,8332
7040012,1631768121.568,8328
7040013,1631768121.57,8324
7040014,1631768121.572,8320
7040015,1631768121.574,8316
7040016,1631768121.576,8312
7040017,1631768121.578,8307
7040018,1631768121.58,8302
7040019,1631768121.582,8297
7040020,1631768121.584,8292
7040021,1631768121.586,8286
7040022,1631768121.588,8279
7040023,1631768121.59,8272
7040024,1631768121.592,8265
7040025,1631768121.594,8257
7040026,1631768121.596,8249
7040027,1631768121.598,8241
7040028,1631768121.6,8233
7040029,1631768121.602,8225
7040030,1631768121.604,8217
7040031,1631768121.606,8209
7040032,1631768121.608,8202
7040033,1631768121.61,8194
7040034,1631768121.612,8187
7040035,1631768121.614,8180
7040036,1631768121.616,8174
7040037,1631768121.618,8168
7040038,1631768121.62,8163
7040039,1631768121.622,8159
7040040,1631768121.624,8155
7040041,1631768121.626,8151
7040042,1631768121.628,8148
7040043,1631768121.63,8145
7040044,1631768121.632,8143
7040045,1631768121.634,8141
7040046,1631768121.636,8140
7040047,1631768121.638,8139
7040048,1631768121.64,8138
7040049,1631768121.642,8137
7040050,1631768121.644,8137
7040051,1631768121.646,8136
7040052,1631768121.648,8136
7040053,1631768121.65,8136
7040054,1631768121.652,8136
7040055,1631768121.654,8137
7040056,1631768121.656,8137
7040057,1631768121.658,8137
7040058,1631768121.66,8137
7040059,1631768121.662,8137
7040060,1631768121.664,8137
7040061,1631768121.666,8138
7040062,1631768121.668,8138
7040063,1631768121.67,8139
7040064,1631768121.672,8139
7040065,1631768121.674,8140
7040066,1631768121.676,8140
7040067,1631768121.678,8140
7040068,1631768121.68,8140
7040069,1631768121.682,8140
7040070,1631768121.684,8139
7040071,1631768121.686,8139
7040072,1631768121.688,8139
7040073,1631768121.69,8139
7040074,1631768121.692,8138
7040075,1631768121.694,8138
7040076,1631768121.696,8138
7040077,1631768121.698,8141
7040078,1631768121.7,8146
7040079,1631768121.702,8150
7040080,1631768121.704,8154
7040081,1631768121.706,8158
7040082,1631768121.708,8163
7040083,1631768121.71,8168
7040084,1631768121.712,8172
7040085,1631768121.714,8175
7040086,1631768121.716,8177
7040087,1631768121.718,8179
7040088,1631768121.72,8180
7040089,1631768121.722,8178
7040090,1631768121.724,8176
7040091,1631768121.726,8172
7040092,1631768121.728,8169
7040093,1631768121.73,8167
7040094,1631768121.732,8165
7040095,1631768121.734,8161
7040096,1631768121.736,8156
7040097,1631768121.738,8151
7040098,1631768121.74,8145
7040099,1631768121.742,8140
7040100,1631768121.744,8136
7040101,1631768121.746,8134
7040102,1631768121.748,8133
7040103,1631768121.75,8133
7040104,1631768121.752,8134
7040105,1631768121.754,8134
7040106,1631768121.756,8135
7040107,1631768121.758,8136
7040108,1631768121.76,8136
7040109,1631768121.762,8137
7040110,1631768121.764,8137
7040111,1631768121.766,8137
7040112,1631768121.768,8138
7040113,1631768121.77,8138
7040114,1631768121.772,8138
7040115,1631768121.774,8138
7040116,1631768121.776,8138
7040117,1631768121.778,8137
7040118,1631768121.78,8138
7040119,1631768121.782,8138
7040120,1631768121.784,8138
7040121,1631768121.786,8138
7040122,1631768121.788,8138
7040123,1631768121.79,8137
7040124,1631768121.792,8132
7040125,1631768121.794,8121
7040126,1631768121.796,8103
7040127,1631768121.798,8080
7040128,1631768121.8,8059
7040129,1631768121.802,8046
7040130,1631768121.804,8045
7040131,1631768121.806,8051
7040132,1631768121.808,8060
7040133,1631768121.81,8069
7040134,1631768121.812,8084
7040135,1631768121.814,8113
7040136,1631768121.816,8156
7040137,1631768121.818,8201
7040138,1631768121.82,8230
7040139,1631768121.822,8237
7040140,1631768121.824,8221
7040141,1631768121.826,8189
7040142,1631768121.828,8149
7040143,1631768121.83,8105
7040144,1631768121.832,8064
7040145,1631768121.834,8029
7040146,1631768121.836,8004
7040147,1631768121.838,7989
7040148,1631768121.84,7980
7040149,1631768121.842,7972
7040150,1631768121.844,7960
7040151,1631768121.846,7943
7040152,1631768121.848,7925
7040153,1631768121.85,7908
7040154,1631768121.852,7896
7040155,1631768121.854,7889
7040156,1631768121.856,7887
7040157,1631768121.858,7887
7040158,1631768121.86,7886
7040159,1631768121.862,7881
7040160,1631768121.864,7872
7040161,1631768121.866,7862
7040162,1631768121.868,7856
