,times,values
1760774,1608630372.236,8221
1760775,1608630372.238,8220
1760776,1608630372.24,8218
1760777,1608630372.242,8217
1760778,1608630372.244,8216
1760779,1608630372.246,8215
1760780,1608630372.248,8214
1760781,1608630372.25,8213
1760782,1608630372.252,8213
1760783,1608630372.254,8213
1760784,1608630372.256,8213
1760785,1608630372.258,8213
1760786,1608630372.26,8214
1760787,1608630372.262,8215
1760788,1608630372.264,8216
1760789,1608630372.266,8217
1760790,1608630372.268,8218
1760791,1608630372.27,8220
1760792,1608630372.272,8221
1760793,1608630372.274,8222
1760794,1608630372.276,8223
1760795,1608630372.278,8224
1760796,1608630372.28,8225
1760797,1608630372.282,8225
1760798,1608630372.284,8225
1760799,1608630372.286,8224
1760800,1608630372.288,8224
1760801,1608630372.29,8223
1760802,1608630372.292,8221
1760803,1608630372.294,8220
1760804,1608630372.296,8218
1760805,1608630372.298,8216
1760806,1608630372.3,8214
1760807,1608630372.302,8212
1760808,1608630372.304,8210
1760809,1608630372.306,8208
1760810,1608630372.308,8206
1760811,1608630372.31,8204
1760812,1608630372.312,8201
1760813,1608630372.314,8199
1760814,1608630372.316,8197
1760815,1608630372.318,8196
1760816,1608630372.32,8194
1760817,1608630372.322,8193
1760818,1608630372.324,8191
1760819,1608630372.326,8190
1760820,1608630372.328,8190
1760821,1608630372.33,8189
1760822,1608630372.332,8188
1760823,1608630372.334,8188
1760824,1608630372.336,8188
1760825,1608630372.338,8187
1760826,1608630372.34,8187
1760827,1608630372.342,8187
1760828,1608630372.344,8186
1760829,1608630372.346,8186
1760830,1608630372.348,8186
1760831,1608630372.35,8186
1760832,1608630372.352,8186
1760833,1608630372.354,8186
1760834,1608630372.356,8186
1760835,1608630372.358,8186
1760836,1608630372.36,8186
1760837,1608630372.362,8186
1760838,1608630372.364,8186
1760839,1608630372.366,8186
1760840,1608630372.368,8186
1760841,1608630372.37,8186
1760842,1608630372.372,8187
1760843,1608630372.374,8187
1760844,1608630372.376,8188
1760845,1608630372.378,8189
1760846,1608630372.38,8191
1760847,1608630372.382,8193
1760848,1608630372.384,8197
1760849,1608630372.386,8201
1760850,1608630372.388,8207
1760851,1608630372.39,8213
1760852,1608630372.392,8219
1760853,1608630372.394,8225
1760854,1608630372.396,8230
1760855,1608630372.398,8233
1760856,1608630372.4,8233
1760857,1608630372.402,8229
1760858,1608630372.404,8220
1760859,1608630372.406,8208
1760860,1608630372.408,8191
1760861,1608630372.41,8173
1760862,1608630372.412,8152
1760863,1608630372.414,8132
1760864,1608630372.416,8112
1760865,1608630372.418,8095
1760866,1608630372.42,8082
1760867,1608630372.422,8071
1760868,1608630372.424,8064
1760869,1608630372.426,8059
1760870,1608630372.428,8057
1760871,1608630372.43,8058
1760872,1608630372.432,8060
1760873,1608630372.434,8064
1760874,1608630372.436,8070
1760875,1608630372.438,8077
1760876,1608630372.44,8086
1760877,1608630372.442,8096
1760878,1608630372.444,8106
1760879,1608630372.446,8116
1760880,1608630372.448,8126
1760881,1608630372.45,8136
1760882,1608630372.452,8144
1760883,1608630372.454,8152
1760884,1608630372.456,8158
1760885,1608630372.458,8164
1760886,1608630372.46,8169
1760887,1608630372.462,8173
1760888,1608630372.464,8177
1760889,1608630372.466,8180
1760890,1608630372.468,8183
1760891,1608630372.47,8185
